track_album_name,valence,energy,danceability,tempo,loudness,cluster
Appetite For Destruction,0.6208481303530394,0.953898484462787,0.4196283012716009,0.39893578475522024,0.8655719116366656,2
Aftermath,0.6083141842490076,0.7965520075205603,0.44027823062710575,0.5717517107156538,0.7856723429242515,2
Rumours (Super Deluxe),0.793189889283476,0.4928833290906576,0.835887403543093,0.372263113761297,0.7760139307915039,3
The Colour And The Shape,0.3492792980990181,0.8827417974379584,0.3848494728833822,0.5685166205989836,0.8611172980743922,2
I Love Rock 'N' Roll (Expanded Edition),0.910173386254439,0.7173776656196945,0.5174437561134659,0.23886352578237424,0.87156539170227,3
Point Of Know Return (Expanded Edition),0.3733026947984123,0.32250816297487067,0.4522334528855559,0.23432922347484914,0.7569198372041227,0
The Wall,0.7221641946939626,0.39466705685920395,0.6891642212802955,0.28925328943963063,0.651730212404074,3
Bon Jovi,0.5989137246709838,0.9007815209090417,0.4522334528855559,0.5394215141256975,0.8858201551015451,2
Dookie,0.7848339252141215,0.9448786227272453,0.4163677861102054,0.1906477426835202,0.9084171948083505,3
Blood Sugar Sex Magik (Deluxe Edition),0.4474618759139335,0.3455589207434771,0.5435278774046299,0.18814766504135744,0.7000425213112764,0
Billy Idol,0.7294756632546479,0.8155939378511482,0.667427453537659,0.5122364048572938,0.8637495697248265,3
Back In Black,0.7576770419887193,0.7684902154544307,0.5141832409520704,0.4095831133472055,0.8617652418652683,3
Out Of Our Heads,0.9415082515145184,0.864702073966875,0.7217693728942505,0.45586301852024386,0.8135541741753904,3
The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),0.542510967202841,0.44978843413195857,0.464188675144006,0.27031895400478284,0.7647964039119608,0
Led Zeppelin II (1994 Remaster),0.40986003760183826,0.9037881414875556,0.38376263449625037,0.21485139290040062,0.7384331909206878,2
L.A. Woman,0.7169417171506162,0.7233909067767224,0.5337463319204434,0.28807312856506934,0.7358211675137183,3
Ten,0.24587424274075623,0.94588082958675,0.3641995435278774,0.29558888992411775,0.8415777431307835,2
Born In The U.S.A.,0.5790683100062669,0.953898484462787,0.36854689707640476,0.38231518577181495,0.8509729280984876,2
Urban Hymns (Remastered 2016),0.5101316064340923,0.9188212443801251,0.3228996848168677,0.6363758708862595,0.8517018648632232,2
Use Your Illusion I,0.23438479214539373,0.5900973944626067,0.4304966851429193,0.39546776815014967,0.7983679915767308,2
Electric Ladyland,0.5581783998328805,0.8065740761156066,0.4120204325616781,0.33655807116163033,0.8470245206228361,2
Face Value (Deluxe Editon),0.28034259452684346,0.23932499363598644,0.42071513965873275,0.7312597699721524,0.6909510599955455,0
Talking Heads '77 (Deluxe Version),0.9529977021098808,0.521947328016292,0.7195956961199869,0.38762073356315413,0.8088363334480735,3
Are You Gonna Go My Way,0.7806559431794442,0.6712761500824816,0.6087381806325398,0.4194591964553765,0.7643104460688037,3
Master of Puppets (Remastered Deluxe Box Set),0.556089408815542,0.829624833884213,0.5217911096619933,0.2951333892356906,0.7888918136351672,2
Tango In the Night (Deluxe Edition),0.7326091497806558,0.48787229479313443,0.7293772416041734,0.34541963000921355,0.7507643711907993,3
Pendulum (Expanded Edition),0.7775224566534363,0.6983357352891066,0.7413324638626235,0.3513411389587669,0.8310081600421164,3
The Cars,0.6908293294338833,0.5800753258675604,0.6098250190196717,0.4088273962959513,0.7848624131856563,3
Nevermind (Remastered),0.7211196991852934,0.913810210082602,0.48157808933811547,0.3547159849684773,0.8810618178872984,3
Rage Against The Machine - XX (20th Anniversary Special Edition),0.659494464173804,0.8346358681817362,0.44245190740136947,0.20990817520212846,0.8879664689088222,3
Abbey Road (Remastered),0.16544808857321913,0.3766273333881206,0.5120095641778067,0.6032433719473691,0.7320954907161805,0
Leftoverture (Expanded Edition),0.7973678713181532,0.7875321457850186,0.4598413215954787,0.40644636997008193,0.8571891388422055,3
Blur (Special Edition),0.9279298099018174,0.7905387663635326,0.6685142919247907,0.42221808130687294,0.8335391904752264,3
Surfer Rosa (2007 Remaster),0.2302068101107165,0.4417707792559215,0.5000543419193565,0.17134072486723195,0.6862332192682286,0
Combat Rock (Remastered),0.8255692500522246,0.83764248876025,0.7435061406368872,0.3371895607524043,0.8424079211128436,3
The Game (Deluxe Remastered Version),0.7597660330060579,0.5289627760328244,0.9489185958048039,0.319590670517718,0.8422661834085894,3
The Resistance,0.39837058700647576,0.9067947620660696,0.5902619280512987,0.41298901622203593,0.8913884220543868,2
Buffalo Springfield,0.8276582410695632,0.5199429142972827,0.6456906857950222,0.26217687919914695,0.7675096685362546,3
Van Halen (Remastered),0.6448715270524336,0.9478852433057593,0.4294098467557874,0.4655838173028149,0.8522688156802398,2
Superunknown (Deluxe Edition),0.1226237727177773,0.829624833884213,0.3163786544940767,0.296090975910225,0.8645190029764919,2
Santana's Greatest Hits,0.6187591393357008,0.3495677481814956,0.4674491903054016,0.3939873909127613,0.6838641747828378,0
5,0.7367871318153331,0.8737219357024167,0.5739593522443212,0.5781390726420077,0.8707352137202099,3
Reggatta De Blanc (Remastered 2003),0.8767495299770209,0.8095806966941206,0.5630909683730028,0.5319833949294492,0.8307651811205379,3
"""Heroes"" (2017 Remaster)",0.4234384792145393,0.759470353718889,0.4674491903054016,0.33065726678882373,0.8418814667827568,2
Led Zeppelin III (Remaster),0.6156256528096928,0.9338543472726946,0.548962069340289,0.3349224095986418,0.769453499908883,3
Out of the Blue,0.46835178608731975,0.33854347272694474,0.3576785132050864,0.6704814849322442,0.7697369753173913,0
Back In Black,0.7660330060580739,0.7013423558676205,0.2729051190088034,0.7254573123388925,0.8583432887197037,3
Little Queen,0.6657614372258199,0.6923224941320788,0.5315726551461798,0.4602265080696089,0.6988883714337782,3
